Samples    E_ads_eV    bulk_nnd_Ang    site_nnd_Ang    r_d_Ang    V_ad^2    CN    site_no    epsilon_d_eV    W_d_eV    S_d_eV    K_d_eV    W_eV    IP_eV    EA_eV    f_d    f_sp    PE    DOS_d_eV^(-1)    DOS_sp_eV^(-1)    
C_Au_110_longbridge    4.837    2.99    2.965    1.01    3.35    9.0    4    -3.273    1.42    1.387    8.981    5.23    9.226    2.309    9.684    1.274    2.54    0.084    0.241    
C_Cu_110_longbridge    3.672    2.603    2.578    0.67    1.0    9.0    4    -2.4    1.04    1.378    11.637    4.699    7.726    1.236    9.798    1.237    1.9    0.1    0.264    
C_Ir_110_longbridge    1.582    2.753    2.717    1.08    4.45    9.0    4    -2.018    2.735    0.861    5.235    5.208    9.121    1.564    7.7    1.277    2.2    1.55    0.167    
C_Ni_110_longbridge    1.629    2.502    2.477    0.71    1.16    9.0    4    -1.316    1.818    2.609    16.556    4.733    7.64    1.157    8.721    1.264    1.91    1.978    0.139    
C_Pd_110_longbridge    1.536    2.819    2.799    0.94    2.78    9.0    4    -1.669    1.382    0.629    4.918    5.008    8.337    0.562    9.361    0.772    2.2    2.4    0.091    
C_Pt_110_longbridge    1.732    2.838    2.804    1.04    3.9    9.0    4    -2.098    2.069    0.829    5.379    5.549    8.959    2.125    8.842    1.19    2.28    2.214    0.176    
C_Rh_110_longbridge    1.413    2.734    2.703    0.99    3.32    9.0    4    -1.524    2.374    1.937    11.072    4.831    7.459    1.143    7.884    1.09    2.28    1.979    0.13    
C_Ru_110_longbridge    1.37    2.732    2.694    1.05    3.87    9.0    4    -1.396    2.129    0.396    3.216    4.764    7.361    1.046    7.089    0.903    2.2    1.478    0.153    
CH_Ag_110_longbridge    4.052    2.985    2.966    0.89    2.26    9.0    4    -4.07    1.034    2.618    18.619    4.398    7.576    1.304    9.876    1.158    1.93    0.039    0.307    
CH_Au_110_threefold    3.391    2.99    2.957    1.01    3.35    8.333    3    -3.212    1.384    1.381    9.315    5.23    9.226    2.309    9.696    1.242    2.54    0.082    0.252    
CH_Cu_110_longbridge    2.669    2.603    2.578    0.67    1.0    9.0    4    -2.4    1.04    1.378    11.637    4.699    7.726    1.236    9.798    1.237    1.9    0.1    0.264    
CH_Ir_110_threefold    1.063    2.753    2.708    1.08    4.45    8.333    3    -1.949    2.643    0.794    5.102    5.208    9.121    1.564    7.711    1.246    2.2    1.636    0.193    
CH_Ni_110_longbridge    1.26    2.502    2.477    0.71    1.16    9.0    4    -1.316    1.818    2.609    16.556    4.733    7.64    1.157    8.721    1.264    1.91    1.978    0.139    
CH_Pd_110_longbridge    1.418    2.819    2.799    0.94    2.78    9.0    4    -1.669    1.382    0.629    4.918    5.008    8.337    0.562    9.361    0.772    2.2    2.4    0.091    
CH_Pt_110_threefold    1.198    2.838    2.794    1.04    3.9    8.333    3    -2.026    2.016    0.798    5.481    5.549    8.959    2.125    8.858    1.153    2.28    2.269    0.198    
CH_Rh_110_longbridge    1.29    2.734    2.703    0.99    3.32    9.0    4    -1.524    2.374    1.937    11.072    4.831    7.459    1.143    7.884    1.09    2.28    1.979    0.13    
CH_Ru_110_threefold    1.031    2.732    2.686    1.05    3.87    8.333    3    -1.35    2.07    0.377    3.309    4.764    7.361    1.046    7.1    0.878    2.2    1.579    0.17    
CO_Ag_110_top    2.335    2.985    2.95    0.89    2.26    7.0    1    -3.981    0.882    2.264    17.492    4.398    7.576    1.304    9.901    1.034    1.93    0.035    0.327    
CO_Au_110_top    2.145    2.99    2.941    1.01    3.35    7.0    1    -3.09    1.31    1.368    9.976    5.23    9.226    2.309    9.719    1.177    2.54    0.077    0.274    
CO_Cu_110_top    1.785    2.603    2.562    0.67    1.0    7.0    1    -2.234    0.899    0.817    9.927    4.699    7.726    1.236    9.824    1.113    1.9    0.099    0.287    
CO_Ir_110_top    0.336    2.753    2.691    1.08    4.45    7.0    1    -1.804    2.47    0.688    4.986    5.208    9.121    1.564    7.741    1.183    2.2    1.807    0.245    
CO_Ni_110_top    1.002    2.502    2.461    0.71    1.16    7.0    1    -1.201    1.667    2.731    18.491    4.733    7.64    1.157    8.778    1.121    1.91    2.162    0.182    
CO_Pd_110_top    1.216    2.819    2.784    0.94    2.78    7.0    1    -1.499    1.253    0.507    5.241    5.008    8.337    0.562    9.42    0.678    2.2    2.368    0.103    
CO_Pt_110_top    0.638    2.838    2.775    1.04    3.9    7.0    1    -1.882    1.911    0.735    5.687    5.549    8.959    2.125    8.894    1.081    2.28    2.378    0.241    
CO_Rh_110_top    0.826    2.734    2.684    0.99    3.32    7.0    1    -1.362    2.148    1.94    11.854    4.831    7.459    1.143    7.945    0.99    2.28    2.167    0.179    
CO_Ru_110_top    0.87    2.732    2.671    1.05    3.87    7.0    1    -1.255    1.952    0.34    3.493    4.764    7.361    1.046    7.115    0.827    2.2    1.781    0.204    
H_Ag_110_shortbridge    0.402    2.985    2.95    0.89    2.26    7.0    2    -3.981    0.882    2.264    17.492    4.398    7.576    1.304    9.901    1.034    1.93    0.035    0.327    
H_Au_110_shortbridge    0.246    2.99    2.941    1.01    3.35    7.0    2    -3.09    1.31    1.368    9.976    5.23    9.226    2.309    9.719    1.177    2.54    0.077    0.274    
H_Cu_110_shortbridge    0.018    2.603    2.562    0.67    1.0    7.0    2    -2.234    0.899    0.817    9.927    4.699    7.726    1.236    9.824    1.113    1.9    0.099    0.287    
H_Ir_110_shortbridge    -0.366    2.753    2.691    1.08    4.45    7.0    2    -1.804    2.47    0.688    4.986    5.208    9.121    1.564    7.741    1.183    2.2    1.807    0.245    
H_Ni_110_shortbridge    -0.232    2.502    2.462    0.71    1.16    7.0    2    -1.198    1.668    2.732    18.494    4.733    7.64    1.157    8.773    1.121    1.91    2.17    0.181    
H_Pd_110_shortbridge    -0.175    2.819    2.784    0.94    2.78    7.0    2    -1.499    1.253    0.507    5.241    5.008    8.337    0.562    9.42    0.678    2.2    2.368    0.103    
H_Pt_110_shortbridge    -0.355    2.838    2.775    1.04    3.9    7.0    2    -1.882    1.911    0.735    5.687    5.549    8.959    2.125    8.894    1.081    2.28    2.378    0.241    
H_Rh_110_shortbridge    -0.221    2.734    2.684    0.99    3.32    7.0    2    -1.362    2.148    1.94    11.854    4.831    7.459    1.143    7.945    0.99    2.28    2.167    0.179    
H_Ru_110_shortbridge    -0.4    2.732    2.671    1.05    3.87    7.0    2    -1.255    1.952    0.34    3.493    4.764    7.361    1.046    7.115    0.827    2.2    1.781    0.204    
O_Ag_110_shortbridge    2.316    2.985    2.95    0.89    2.26    7.0    2    -3.981    0.882    2.264    17.492    4.398    7.576    1.304    9.901    1.034    1.93    0.035    0.327    
O_Au_110_shortbridge    2.492    2.99    2.941    1.01    3.35    7.0    2    -3.09    1.31    1.368    9.976    5.23    9.226    2.309    9.719    1.177    2.54    0.077    0.274    
O_Cu_110_shortbridge    1.154    2.603    2.562    0.67    1.0    7.0    2    -2.234    0.899    0.817    9.927    4.699    7.726    1.236    9.824    1.113    1.9    0.099    0.287    
O_Ir_110_shortbridge    0.054    2.753    2.691    1.08    4.45    7.0    2    -1.804    2.47    0.688    4.986    5.208    9.121    1.564    7.741    1.183    2.2    1.807    0.245    
O_Ni_110_shortbridge    0.318    2.502    2.462    0.71    1.16    7.0    2    -1.198    1.668    2.732    18.494    4.733    7.64    1.157    8.773    1.121    1.91    2.17    0.181    
O_Pd_110_shortbridge    1.559    2.819    2.784    0.94    2.78    7.0    2    -1.499    1.253    0.507    5.241    5.008    8.337    0.562    9.42    0.678    2.2    2.368    0.103    
O_Pt_110_shortbridge    1.268    2.838    2.775    1.04    3.9    7.0    2    -1.882    1.911    0.735    5.687    5.549    8.959    2.125    8.894    1.081    2.28    2.378    0.241    
O_Rh_110_shortbridge    0.374    2.734    2.684    0.99    3.32    7.0    2    -1.362    2.148    1.94    11.854    4.831    7.459    1.143    7.945    0.99    2.28    2.167    0.179    
O_Ru_110_shortbridge    -0.248    2.732    2.671    1.05    3.87    7.0    2    -1.255    1.952    0.34    3.493    4.764    7.361    1.046    7.115    0.827    2.2    1.781    0.204    
OH_Ag_110_shortbridge    0.363    2.985    2.95    0.89    2.26    7.0    2    -3.981    0.882    2.264    17.492    4.398    7.576    1.304    9.901    1.034    1.93    0.035    0.327    
OH_Au_110_shortbridge    0.767    2.99    2.941    1.01    3.35    7.0    2    -3.09    1.31    1.368    9.976    5.23    9.226    2.309    9.719    1.177    2.54    0.077    0.274    
OH_Cu_110_shortbridge    -0.208    2.603    2.562    0.67    1.0    7.0    2    -2.234    0.899    0.817    9.927    4.699    7.726    1.236    9.824    1.113    1.9    0.099    0.287    
OH_Ir_110_shortbridge    -0.193    2.753    2.691    1.08    4.45    7.0    2    -1.804    2.47    0.688    4.986    5.208    9.121    1.564    7.741    1.183    2.2    1.807    0.245    
OH_Ni_110_shortbridge    -0.502    2.502    2.462    0.71    1.16    7.0    2    -1.198    1.668    2.732    18.494    4.733    7.64    1.157    8.773    1.121    1.91    2.17    0.181    
OH_Pd_110_shortbridge    0.384    2.819    2.784    0.94    2.78    7.0    2    -1.499    1.253    0.507    5.241    5.008    8.337    0.562    9.42    0.678    2.2    2.368    0.103    
OH_Pt_110_shortbridge    0.324    2.838    2.775    1.04    3.9    7.0    2    -1.882    1.911    0.735    5.687    5.549    8.959    2.125    8.894    1.081    2.28    2.378    0.241    
OH_Rh_110_shortbridge    -0.12    2.734    2.684    0.99    3.32    7.0    2    -1.362    2.148    1.94    11.854    4.831    7.459    1.143    7.945    0.99    2.28    2.167    0.179    
OH_Ru_110_shortbridge    -0.628    2.732    2.671    1.05    3.87    7.0    2    -1.255    1.952    0.34    3.493    4.764    7.361    1.046    7.115    0.827    2.2    1.781    0.204    
C_Ag_100_hollow    4.967    2.985    2.977    0.89    2.26    8.0    4    -3.983    0.95    2.723    20.407    4.432    7.576    1.304    9.914    1.073    1.93    0.032    0.244    
C_Au_100_hollow    4.589    2.99    2.987    1.01    3.35    8.0    4    -3.129    1.287    1.276    9.086    5.271    9.226    2.309    9.707    1.212    2.54    0.08    0.227    
C_Cu_100_hollow    3.054    2.603    2.583    0.67    1.0    8.0    4    -2.293    1.012    1.602    13.988    4.743    7.726    1.236    9.62    1.164    1.9    0.084    0.253    
C_Ir_100_hollow    1.106    2.753    2.718    1.08    4.45    8.0    4    -1.797    2.5    0.502    4.197    5.756    9.121    1.564    7.7    1.235    2.2    1.196    0.194    
C_Ni_100_hollow    0.881    2.502    2.486    0.71    1.16    8.0    4    -1.173    1.742    2.725    18.035    5.115    7.64    1.157    8.691    1.198    1.91    1.899    0.173    
C_Pd_100_hollow    1.223    2.819    2.816    0.94    2.78    8.0    4    -1.528    1.308    0.817    6.652    5.279    8.337    0.562    9.316    0.721    2.2    1.885    0.135    
C_Pt_100_hollow    1.436    2.838    2.828    1.04    3.9    8.0    4    -1.841    1.864    0.654    5.256    5.881    8.959    2.125    8.857    1.119    2.28    1.686    0.152    
C_Rh_100_hollow    0.927    2.734    2.71    0.99    3.32    8.0    4    -1.413    2.025    1.234    7.427    5.266    7.459    1.143    7.942    1.054    2.28    1.838    0.184    
C_Ru_100_hollow    0.575    2.732    2.703    1.05    3.87    8.0    4    -1.198    2.031    0.432    3.925    5.109    7.361    1.046    7.128    0.861    2.2    1.968    0.238    
CH_Ag_100_hollow    3.659    2.985    2.977    0.89    2.26    8.0    4    -3.983    0.95    2.723    20.407    4.432    7.576    1.304    9.914    1.073    1.93    0.032    0.244    
CH_Au_100_hollow    3.368    2.99    2.987    1.01    3.35    8.0    4    -3.129    1.287    1.276    9.086    5.271    9.226    2.309    9.707    1.212    2.54    0.08    0.227    
CH_Cu_100_hollow    2.215    2.603    2.583    0.67    1.0    8.0    4    -2.293    1.012    1.602    13.988    4.743    7.726    1.236    9.62    1.164    1.9    0.084    0.253    
CH_Ir_100_hollow    0.482    2.753    2.718    1.08    4.45    8.0    4    -1.797    2.5    0.502    4.197    5.756    9.121    1.564    7.7    1.235    2.2    1.196    0.194    
CH_Ni_100_hollow    0.66    2.502    2.486    0.71    1.16    8.0    4    -1.173    1.742    2.725    18.035    5.115    7.64    1.157    8.691    1.198    1.91    1.899    0.173    
CH_Pd_100_hollow    1.229    2.819    2.816    0.94    2.78    8.0    4    -1.528    1.308    0.817    6.652    5.279    8.337    0.562    9.316    0.721    2.2    1.885    0.135    
CH_Pt_100_hollow    0.966    2.838    2.828    1.04    3.9    8.0    4    -1.841    1.864    0.654    5.256    5.881    8.959    2.125    8.857    1.119    2.28    1.686    0.152    
CH_Rh_100_hollow    0.688    2.734    2.71    0.99    3.32    8.0    4    -1.413    2.025    1.234    7.427    5.266    7.459    1.143    7.942    1.054    2.28    1.838    0.184    
CH_Ru_100_hollow    0.344    2.732    2.703    1.05    3.87    8.0    4    -1.198    2.031    0.432    3.925    5.109    7.361    1.046    7.128    0.861    2.2    1.968    0.238    
CO_Ag_100_bridge    2.491    2.985    2.977    0.89    2.26    8.0    2    -3.983    0.95    2.723    20.403    4.432    7.576    1.304    9.905    1.073    1.93    0.032    0.244    
CO_Au_100_bridge    2.284    2.99    2.987    1.01    3.35    8.0    2    -3.129    1.286    1.277    9.087    5.271    9.226    2.309    9.707    1.213    2.54    0.08    0.227    
CO_Cu_100_bridge    1.97    2.603    2.582    0.67    1.0    8.0    2    -2.294    1.011    1.584    13.873    4.743    7.726    1.236    9.622    1.165    1.9    0.084    0.253    
CO_Ir_100_bridge    0.776    2.753    2.718    1.08    4.45    8.0    2    -1.797    2.5    0.501    4.194    5.756    9.121    1.564    7.701    1.235    2.2    1.195    0.194    
CO_Ni_100_bridge    0.886    2.502    2.486    0.71    1.16    8.0    2    -1.173    1.742    2.723    18.018    5.115    7.64    1.157    8.69    1.198    1.91    1.9    0.173    
CO_Pd_100_bridge    0.871    2.819    2.816    0.94    2.78    8.0    2    -1.528    1.308    0.818    6.653    5.279    8.337    0.562    9.316    0.721    2.2    1.883    0.135    
CO_Pt_100_bridge    0.693    2.838    2.828    1.04    3.9    8.0    2    -1.842    1.864    0.654    5.256    5.881    8.959    2.125    8.86    1.119    2.28    1.687    0.152    
CO_Rh_100_bridge    0.762    2.734    2.71    0.99    3.32    8.0    2    -1.413    2.024    1.234    7.427    5.266    7.459    1.143    7.942    1.054    2.28    1.839    0.184    
CO_Ru_100_bridge    0.642    2.732    2.703    1.05    3.87    8.0    2    -1.197    2.03    0.432    3.927    5.109    7.361    1.046    7.128    0.861    2.2    1.969    0.238    
H_Ag_100_hollow    0.575    2.985    2.977    0.89    2.26    8.0    4    -3.983    0.95    2.723    20.407    4.432    7.576    1.304    9.914    1.073    1.93    0.032    0.244    
H_Au_100_hollow    0.761    2.99    2.987    1.01    3.35    8.0    4    -3.129    1.287    1.276    9.086    5.271    9.226    2.309    9.707    1.212    2.54    0.08    0.227    
H_Cu_100_hollow    0.125    2.603    2.583    0.67    1.0    8.0    4    -2.293    1.012    1.602    13.988    4.743    7.726    1.236    9.62    1.164    1.9    0.084    0.253    
H_Ir_100_hollow    -0.065    2.753    2.718    1.08    4.45    8.0    4    -1.797    2.5    0.502    4.197    5.756    9.121    1.564    7.7    1.235    2.2    1.196    0.194    
H_Ni_100_hollow    -0.292    2.502    2.486    0.71    1.16    8.0    4    -1.173    1.742    2.725    18.035    5.115    7.64    1.157    8.691    1.198    1.91    1.899    0.173    
H_Pd_100_hollow    -0.205    2.819    2.816    0.94    2.78    8.0    4    -1.528    1.308    0.817    6.652    5.279    8.337    0.562    9.316    0.721    2.2    1.885    0.135    
H_Pt_100_hollow    -0.001    2.838    2.828    1.04    3.9    8.0    4    -1.841    1.864    0.654    5.256    5.881    8.959    2.125    8.857    1.119    2.28    1.686    0.152    
H_Rh_100_hollow    -0.242    2.734    2.71    0.99    3.32    8.0    4    -1.413    2.025    1.234    7.427    5.266    7.459    1.143    7.942    1.054    2.28    1.838    0.184    
H_Ru_100_hollow    -0.388    2.732    2.703    1.05    3.87    8.0    4    -1.198    2.031    0.432    3.925    5.109    7.361    1.046    7.128    0.861    2.2    1.968    0.238    
O_Ag_100_hollow    1.596    2.985    2.977    0.89    2.26    8.0    4    -3.983    0.95    2.723    20.407    4.432    7.576    1.304    9.914    1.073    1.93    0.032    0.244    
O_Au_100_hollow    2.553    2.99    2.987    1.01    3.35    8.0    4    -3.129    1.287    1.276    9.086    5.271    9.226    2.309    9.707    1.212    2.54    0.08    0.227    
O_Cu_100_hollow    0.536    2.603    2.583    0.67    1.0    8.0    4    -2.293    1.012    1.602    13.988    4.743    7.726    1.236    9.62    1.164    1.9    0.084    0.253    
O_Ir_100_hollow    0.903    2.753    2.718    1.08    4.45    8.0    4    -1.797    2.5    0.502    4.197    5.756    9.121    1.564    7.7    1.235    2.2    1.196    0.194    
O_Ni_100_hollow    -0.17    2.502    2.486    0.71    1.16    8.0    4    -1.173    1.742    2.725    18.035    5.115    7.64    1.157    8.691    1.198    1.91    1.899    0.173    
O_Pd_100_hollow    1.344    2.819    2.816    0.94    2.78    8.0    4    -1.528    1.308    0.817    6.652    5.279    8.337    0.562    9.316    0.721    2.2    1.885    0.135    
